"","country","continent","year","lifeExp","pop","gdpPercap","newpop","weight","weighted_mean_gdp"
"426","Djibouti","Africa",1977,46.519,228694,3081.761022,0.0228694,4.53393909767316e-06,0.013972516787331
"427","Djibouti","Africa",1982,48.812,305991,2879.468067,0.0305991,6.06637934723302e-06,0.0174679456126658
"428","Djibouti","Africa",1987,50.04,311025,2880.102568,0.0311025,6.16618017024406e-06,0.0177592313430706
"429","Djibouti","Africa",1992,51.604,384156,2377.156192,0.0384156,7.61602800250873e-06,0.018104488124609
"430","Djibouti","Africa",1997,53.157,417908,1895.016984,0.0417908,8.28517329020611e-06,0.0157005441003237
"431","Djibouti","Africa",2002,53.373,447416,1908.260867,0.0447416,8.87017978313614e-06,0.0169266169634132
"432","Djibouti","Africa",2007,54.791,496374,2082.481567,0.0496374,9.84078937649619e-06,0.0204932624812827
"433","Dominican Republic","Americas",1952,45.928,2491346,1397.717137,0.2491346,4.93918119199964e-05,0.0690357819480598
"434","Dominican Republic","Americas",1957,49.828,2923186,1544.402995,0.2923186,5.79531920171532e-05,0.0895030833211014
"435","Dominican Republic","Americas",1962,53.459,3453434,1662.137359,0.3453434,6.8465545374316e-05,0.11379914077096
"436","Dominican Republic","Americas",1967,56.751,4049146,1653.723003,0.4049146,8.02757455883709e-05,0.132753847062465
"437","Dominican Republic","Americas",1972,59.631,4671329,2189.874499,0.4671329,9.26107427007026e-05,0.202805903773719
"438","Dominican Republic","Americas",1977,61.788,5302800,2681.9889,0.53028,0.000105129877684335,0.281957165007743
"439","Dominican Republic","Americas",1982,63.727,5968349,2861.092386,0.5968349,0.000118324621020484,0.338537672278042
"440","Dominican Republic","Americas",1987,66.046,6655297,2899.842175,0.6655297,0.000131943607068515,0.382615636498907
"441","Dominican Republic","Americas",1992,68.457,7351181,3044.214214,0.7351181,0.000145739752463869,0.443663025995352
"442","Dominican Republic","Americas",1997,69.957,7992357,3614.101285,0.7992357,0.000158451292490672,0.572659019800449
"443","Dominican Republic","Americas",2002,70.847,8650322,4563.808154,0.8650322,0.000171495680355682,0.782673384383039
"444","Dominican Republic","Americas",2007,72.235,9319622,6025.374752,0.9319622,0.00018476478858796,1.11327709221651
"445","Ecuador","Americas",1952,48.357,3548753,3522.110717,0.3548753,7.0355278121354e-05,0.247799079068737
"446","Ecuador","Americas",1957,51.356,4058385,3780.546651,0.4058385,8.04589120174132e-05,0.304178670370535
"447","Ecuador","Americas",1962,54.64,4681707,4086.114078,0.4681707,9.28164902059089e-05,0.379258767300914
"448","Ecuador","Americas",1967,56.678,5432424,4579.074215,0.5432424,0.000107699719138841,0.493165006871407
"449","Ecuador","Americas",1972,58.796,6298651,5280.99471,0.6298651,0.000124872974505226,0.659453517784064
"450","Ecuador","Americas",1977,61.31,7278866,6679.62326,0.7278866,0.000144306082119006,0.96391026268158
"451","Ecuador","Americas",1982,64.342,8365850,7213.791267,0.836585,0.000165855922762596,1.19645000720504
"452","Ecuador","Americas",1987,67.231,9545158,6481.776993,0.9545158,0.000189236119223363,1.2265863238266
"453","Ecuador","Americas",1992,69.613,10748394,7103.702595,1.0748394,0.000213090696711744,1.51373293520158
"454","Ecuador","Americas",1997,72.312,11911819,7429.455877,1.1911819,0.000236156007103405,1.75451063486324
"455","Ecuador","Americas",2002,74.173,12921234,5773.044512,1.2921234,0.000256168015001634,1.47886935315512
"456","Ecuador","Americas",2007,74.994,13755680,6873.262326,1.375568,0.000272711200849523,1.87441562267724
"457","Egypt","Africa",1952,41.893,22223309,1418.822445,2.2223309,0.000440584928134415,0.62511178496582
"458","Egypt","Africa",1957,44.444,25009741,1458.915272,2.5009741,0.000495826923935825,0.723369471598757
"459","Egypt","Africa",1962,46.992,28173309,1693.335853,2.8173309,0.000558545773767249,0.945805584261709
"460","Egypt","Africa",1967,49.293,31681188,1814.880728,3.1681188,0.000628090710442486,1.1399097258179
"461","Egypt","Africa",1972,51.137,34807417,2024.008147,3.4807417,0.000690069301447845,1.39670588812504
"462","Egypt","Africa",1977,53.319,38783863,2785.493582,3.8783863,0.000768903743930753,2.14177644389488
"463","Egypt","Africa",1982,56.006,45681811,3503.729636,4.5681811,0.000905657992537697,3.17318074853459
"464","Egypt","Africa",1987,59.797,52799062,3885.46071,5.2799062,0.00104676000035974,4.06714485419734
"465","Egypt","Africa",1992,63.674,59402198,3794.755195,5.9402198,0.00117766949723177,4.4689674426133
"466","Egypt","Africa",1997,67.217,66134291,4173.181797,6.6134291,0.00131113561204839,5.47160726959879
"467","Egypt","Africa",2002,69.806,73312559,4754.604414,7.3312559,0.00145344730338606,6.91056696419574
"468","Egypt","Africa",2007,71.338,80264543,5581.180998,8.0264543,0.00159127283472487,8.88118170780002
"469","El Salvador","Americas",1952,45.262,2042865,3048.3029,0.2042865,4.05005181367595e-05,0.123457846887787
"470","El Salvador","Americas",1957,48.57,2355805,3421.523218,0.2355805,4.67046638564804e-05,0.159801091773833
"471","El Salvador","Americas",1962,52.307,2747687,3776.803627,0.2747687,5.44738625301419e-05,0.205737081580539
"472","El Salvador","Americas",1967,55.855,3232927,4358.595393,0.3232927,6.40939164351632e-05,0.279359448893629
"473","El Salvador","Americas",1972,58.207,3790903,4520.246008,0.3790903,7.51559871583272e-05,0.339723550929728
"474","El Salvador","Americas",1977,56.696,4282586,5138.922374,0.4282586,8.49037758076195e-05,0.436313913134856
"475","El Salvador","Americas",1982,56.604,4474873,4098.344175,0.4474873,8.87159333074851e-05,0.36358842850042
"476","El Salvador","Americas",1987,63.154,4842194,4140.442097,0.4842194,9.59982015055857e-05,0.397474994750016
"477","El Salvador","Americas",1992,66.798,5274649,4444.2317,0.5274649,0.00010457177419435,0.464741193799772
"478","El Salvador","Americas",1997,69.535,5783439,5154.825496,0.5783439,0.000114658715143851,0.591045668162123
"479","El Salvador","Americas",2002,70.734,6353681,5351.568666,0.6353681,0.000125963963637188,0.67410480084594
"480","El Salvador","Americas",2007,71.878,6939688,5728.353514,0.6939688,0.000137581758808072,0.788116951530521
"481","Equatorial Guinea","Africa",1952,34.482,216964,375.6431231,0.0216964,4.30138771628272e-06,0.00161578671540842
"482","Equatorial Guinea","Africa",1957,35.983,232922,426.0964081,0.0232922,4.6177606868052e-06,0.00196761124211308
"483","Equatorial Guinea","Africa",1962,37.485,249220,582.8419714,0.024922,4.94087427707813e-06,0.00287974890409177
"484","Equatorial Guinea","Africa",1967,38.987,259864,915.5960025,0.0259864,5.15189532597156e-06,0.00471705476575799
"485","Equatorial Guinea","Africa",1972,40.516,277603,672.4122571,0.0277603,5.50357724877506e-06,0.00370067279997305
"486","Equatorial Guinea","Africa",1977,42.024,192675,958.5668124,0.0192675,3.81984973652206e-06,0.00366158118578493
"487","Equatorial Guinea","Africa",1982,43.662,285483,927.8253427,0.0285483,5.65980102416779e-06,0.00525130682486229
"488","Equatorial Guinea","Africa",1987,45.664,341244,966.8968149,0.0341244,6.76528248859341e-06,0.00654133009011971
"489","Equatorial Guinea","Africa",1992,47.545,387838,1132.055034,0.0387838,7.68902494933564e-06,0.008704399400447
"490","Equatorial Guinea","Africa",1997,48.245,439971,2814.480755,0.0439971,8.72258003595354e-06,0.0245495336451385
"491","Equatorial Guinea","Africa",2002,49.348,495627,7703.4959,0.0495627,9.82597983839741e-06,0.0756943953985771
"492","Equatorial Guinea","Africa",2007,51.579,551201,12154.08975,0.0551201,1.09277539619603e-05,0.132816902419583
"493","Eritrea","Africa",1952,35.928,1438760,328.9405571,0.143876,2.85239237416296e-05,0.00938267536624956
"494","Eritrea","Africa",1957,38.047,1542611,344.1618859,0.1542611,3.05828063936994e-05,0.0105254363245702
"495","Eritrea","Africa",1962,40.158,1666618,380.9958433,0.1666618,3.30412888448575e-05,0.0125885937071654
"496","Eritrea","Africa",1967,42.189,1820319,468.7949699,0.1820319,3.60884653044562e-05,0.0169180910061398
"497","Eritrea","Africa",1972,44.142,2260187,514.3242082,0.2260187,4.48090033291324e-05,0.0230463551574872
"498","Eritrea","Africa",1977,44.535,2512642,505.7538077,0.2512642,4.98140126206009e-05,0.0251936265596847
"499","Eritrea","Africa",1982,43.89,2637297,524.8758493,0.2637297,5.22853418999892e-05,0.0274433132356977
"500","Eritrea","Africa",1987,46.453,2915959,521.1341333,0.2915959,5.78099141967517e-05,0.0301267195310716
"501","Eritrea","Africa",1992,49.991,3668440,582.8585102,0.366844,7.2728115050977e-05,0.0423902007882667
"502","Eritrea","Africa",1997,53.378,4058319,913.47079,0.4058319,8.04576035441676e-05,0.0734956706709975
"503","Eritrea","Africa",2002,55.24,4414865,765.3500015,0.4414865,8.75262535722355e-05,0.0669882183027998
"504","Eritrea","Africa",2007,58.04,4906585,641.3695236,0.4906585,9.72747757595594e-05,0.0623890765872054
"505","Ethiopia","Africa",1952,34.078,20860941,362.1462796,2.0860941,0.000413575502698598,0.149774829635997
"506","Ethiopia","Africa",1957,36.667,22815614,378.9041632,2.2815614,0.0004523275833735,0.171388804470414
"507","Ethiopia","Africa",1962,40.059,25145372,419.4564161,2.5145372,0.000498515856281039,0.209105674444667
"508","Ethiopia","Africa",1967,42.115,27860297,516.1186438,2.7860297,0.000552340200622169,0.285073075261334
"509","Ethiopia","Africa",1972,43.515,30770372,566.2439442,3.0770372,0.000610033462446534,0.345427753869708
"510","Ethiopia","Africa",1977,44.51,34617799,556.8083834,3.4617799,0.000686310057813021,0.382143193802029
"511","Ethiopia","Africa",1982,44.916,38111756,577.8607471,3.8111756,0.000755578985934829,0.436619437305361
"512","Ethiopia","Africa",1987,46.684,42999530,573.7413142,4.299953,0.000852480826994019,0.489103470009851
"513","Ethiopia","Africa",1992,48.091,52088559,421.3534653,5.2088559,0.00103267402814046,0.435120780282294
"514","Ethiopia","Africa",1997,49.402,59861301,515.8894013,5.9861301,0.00118677137590615,0.612242774596202
"515","Ethiopia","Africa",2002,50.725,67946797,530.0535319,6.7946797,0.00134706918187605,0.714018777567044
"516","Ethiopia","Africa",2007,52.947,76511887,690.8055759,7.6511887,0.00151687510781241,1.04786578242073
"517","Finland","Europe",1952,66.55,4090500,6424.519071,0.40905,8.10956032035474e-05,0.521000249355439
"518","Finland","Europe",1957,67.49,4324000,7545.415386,0.4324,8.57248229439284e-05,0.646829398003243
"519","Finland","Europe",1962,68.75,4491443,9371.842561,0.4491443,8.90444393935584e-05,0.834510466928936
"520","Finland","Europe",1967,69.83,4605744,10921.63626,0.4605744,9.13104969761935e-05,0.997260034693815
"521","Finland","Europe",1972,70.87,4639657,14358.8759,0.4639657,9.19828341455962e-05,1.3207701004269
"522","Finland","Europe",1977,72.52,4738902,15605.42283,0.4738902,9.39504012253997e-05,1.46613573617051
"523","Finland","Europe",1982,74.55,4826933,18533.15761,0.4826933,9.56956468055516e-05,1.77354250483818
"524","Finland","Europe",1987,74.83,4931729,21141.01223,0.4931729,9.77732644154572e-05,2.0670257787742
"525","Finland","Europe",1992,75.7,5041039,20647.16499,0.5041039,9.99403736652261e-05,2.06348538422818
"526","Finland","Europe",1997,77.13,5134406,23723.9502,0.5134406,0.000101791407324756,2.41489427816042
"527","Finland","Europe",2002,78.37,5193039,28204.59057,0.5193039,0.00010295382720072,2.90377054381085
"528","Finland","Europe",2007,79.313,5238460,33207.0844,0.523846,0.000103854314523324,3.44869898768015
"529","France","Europe",1952,67.41,42459667,7029.809327,4.2459667,0.000841777852875384,5.91753780140541
"530","France","Europe",1957,68.93,44310863,8662.834898,4.4310863,0.000878478465579941,7.61011390876741
"531","France","Europe",1962,70.51,47124000,10560.48553,4.7124,0.000934249897412045,9.86613252302388
"532","France","Europe",1967,71.55,49569000,12999.91766,4.9569,0.000982722883558646,12.7753165688602
"533","France","Europe",1972,72.38,51732000,16107.19171,5.1732,0.00102560512038282,16.5196182927637
"534","France","Europe",1977,73.83,53165019,18292.63514,5.3165019,0.00105401522677743,19.2807159754438
"535","France","Europe",1982,74.89,54433565,20293.89746,5.4433565,0.00107916459801846,21.9004556946487
"536","France","Europe",1987,76.34,55630100,22066.44214,5.56301,0.0011028863258217,24.3367772957417
"537","France","Europe",1992,77.46,57374179,24703.79615,5.7374179,0.00113746330627388,28.0996616462949
"538","France","Europe",1997,78.64,58623428,25889.78487,5.8623428,0.00116223010769337,30.0898874576183
"539","France","Europe",2002,79.59,59925035,28926.03234,5.9925035,0.00118803492490373,34.3651366588146
"540","France","Europe",2007,80.657,61083916,30470.0167,6.1083916,0.00121101014889496,36.8994994606988
"541","Gabon","Africa",1952,37.003,420702,4293.476475,0.0420702,8.34056532427303e-06,0.035810021007967
"542","Gabon","Africa",1957,38.999,434904,4976.198099,0.0434904,8.62212497631966e-06,0.0429054019165023
"543","Gabon","Africa",1962,40.489,455661,6631.459222,0.0455661,9.03363981208449e-06,0.0599062140400741
"544","Gabon","Africa",1967,44.598,489004,8358.761987,0.0489004,9.69467653072913e-06,0.0810354936613197
"545","Gabon","Africa",1972,48.69,537977,11401.94841,0.0537977,1.06655835043723e-05,0.1216084328794
"546","Gabon","Africa",1977,52.79,706367,21745.57328,0.0706367,1.40039745625425e-05,0.304524455061024
"547","Gabon","Africa",1982,56.564,753874,15113.36194,0.0753874,1.49458175698499e-05,0.225881550422353
"548","Gabon","Africa",1987,60.19,880397,11864.40844,0.0880397,1.74541806071614e-05,0.20708352770889
"549","Gabon","Africa",1992,61.366,985739,13522.15752,0.0985739,1.95426228593721e-05,0.264258424658383
"550","Gabon","Africa",1997,60.461,1126189,14722.84188,0.1126189,2.23270935768732e-05,0.328718268372268
"551","Gabon","Africa",2002,56.761,1299304,12521.71392,0.1299304,2.57591594242225e-05,0.322548825129786
"552","Gabon","Africa",2007,56.735,1454867,13206.48452,0.1454867,2.8843250689631e-05,0.380917943739091
"553","Gambia","Africa",1952,30,284320,485.2306591,0.028432,5.63674413955081e-06,0.0027351210740123
"554","Gambia","Africa",1957,32.065,323150,520.9267111,0.032315,6.40656256575635e-06,0.00333734956683583
"555","Gambia","Africa",1962,33.896,374020,599.650276,0.037402,7.41507823253656e-06,0.00444645370870214
"556","Gambia","Africa",1967,35.857,439593,734.7829124,0.0439593,8.71508605281922e-06,0.00640369631170713
"557","Gambia","Africa",1972,38.308,517101,756.0868363,0.0517101,1.02517094516948e-05,0.00775118256599873
"558","Gambia","Africa",1977,41.842,608274,884.7552507,0.0608274,1.20592462884818e-05,0.0106694814732187
"559","Gambia","Africa",1982,45.58,715523,835.8096108,0.0715523,1.41854954873516e-05,0.0118563734622885
"560","Gambia","Africa",1987,49.265,848406,611.6588611,0.0848406,1.68199477647009e-05,0.0102880700935184
"561","Gambia","Africa",1992,52.644,1025384,665.6244126,0.1025384,2.03285989476265e-05,0.0135312117334949
"562","Gambia","Africa",1997,55.861,1235767,653.7301704,0.1235767,2.44995160210337e-05,0.0160160727831479
"563","Gambia","Africa",2002,58.041,1457766,660.5855997,0.1457766,2.89007243856796e-05,0.0190914023500786
"564","Gambia","Africa",2007,59.448,1688359,752.7497265,0.1688359,3.34723118271943e-05,0.0251962735732432
"565","Germany","Europe",1952,67.5,69145952,7144.114393,6.9145952,0.00137084285210207,9.7934581502436
"566","Germany","Europe",1957,69.1,71019069,10187.82665,7.1019069,0.00140797805635237,14.3442363651218
"567","Germany","Europe",1962,70.3,73739117,12902.46291,7.3739117,0.00146190396597285,18.8621616989467
"568","Germany","Europe",1967,70.8,76368453,14745.62561,7.6368453,0.00151403147824392,22.3253413399397
"569","Germany","Europe",1972,71,78717088,18016.18027,7.8717088,0.00156059399432508,28.1159427300399
"570","Germany","Europe",1977,72.5,78160773,20512.92123,7.8160773,0.00154956485351193,31.7861017808667
"571","Germany","Europe",1982,73.8,78335266,22031.53274,7.8335266,0.00155302423869462,34.2155043608141
"572","Germany","Europe",1987,74.847,77718298,24639.18566,7.7718298,0.00154079263079405,37.9638756936944
"573","Germany","Europe",1992,76.07,80597764,26505.30317,8.0597764,0.0015978790584127,42.3522688722228
"574","Germany","Europe",1997,77.34,82011073,27788.88416,8.2011073,0.00162589840711531,45.1819024912558
"575","Germany","Europe",2002,78.67,82350671,30035.80198,8.2350671,0.00163263105707417,49.0373831366778
"576","Germany","Europe",2007,79.406,82400996,32170.37442,8.2400996,0.00163362876792399,52.5544491273982
"577","Ghana","Africa",1952,43.149,5581001,911.2989371,0.5581001,0.00011064531049373,0.100830953848035
"578","Ghana","Africa",1957,44.779,6391288,1043.561537,0.6391288,0.000126709535657644,0.132229197783448
"579","Ghana","Africa",1962,46.452,7355248,1190.041118,0.7355248,0.000145820382171296,0.173532250626316
"580","Ghana","Africa",1967,48.072,8490213,1125.69716,0.8490213,0.000168321463039139,0.189478992910204
"581","Ghana","Africa",1972,49.875,9354120,1178.223708,0.935412,0.000185448723588404,0.218500082750197
"582","Ghana","Africa",1977,51.756,10538093,993.2239571,1.0538093,0.000208921405317218,0.20750574491206
"583","Ghana","Africa",1982,53.744,11400338,876.032569,1.1400338,0.000226015716131114,0.197997128436715
"584","Ghana","Africa",1987,55.729,14168101,847.0061135,1.4168101,0.000280887592432168,0.237913507996343
"585","Ghana","Africa",1992,57.501,16278738,925.060154,1.6278738,0.000322731714338714,0.298546249366855
"586","Ghana","Africa",1997,58.556,18418288,1005.245812,1.8418288,0.000365149046653626,0.367064549904351
"587","Ghana","Africa",2002,58.453,20550751,1111.984578,2.0550751,0.000407425876697447,0.45305129156569
"588","Ghana","Africa",2007,60.022,22873338,1327.60891,2.2873338,0.000453471982004308,0.602033443744279
"589","Greece","Europe",1952,65.86,7733250,3530.690067,0.773325,0.000153314404956322,0.5413056467073
"590","Greece","Europe",1957,67.86,8096218,4916.299889,0.8096218,0.000160510373396264,0.789117130911402
"591","Greece","Europe",1962,69.51,8448233,6017.190733,0.8448233,0.000167489194753481,1.00781443054828
"592","Greece","Europe",1967,71,8716441,8513.097016,0.8716441,0.00017280651281827,1.47111860861858
"593","Greece","Europe",1972,72.34,8888628,12724.82957,0.8888628,0.000176220180738771,2.24237176669545
"594","Greece","Europe",1977,73.68,9308479,14195.52428,0.9308479,0.000184543874688315,2.61969705386326
"595","Greece","Europe",1982,75.24,9786480,15268.42089,0.978648,0.000194020412868709,2.96238532493102
"596","Greece","Europe",1987,76.67,9974490,16120.52839,0.997449,0.000197747777337184,3.18779865862348
"597","Greece","Europe",1992,77.03,10325429,17541.49634,1.0325429,0.000204705266615426,3.59083668511323
"598","Greece","Europe",1997,77.869,10502372,18747.69814,1.0502372,0.000208213223911025,3.90351867064012
"599","Greece","Europe",2002,78.256,10603863,22514.2548,1.0603863,0.000210225318731886,4.73306639134089
"600","Greece","Europe",2007,79.483,10706290,27538.41188,1.070629,0.000212255970082412,5.84519232811843
"601","Guatemala","Americas",1952,42.023,3146381,2428.237769,0.3146381,6.23781115030389e-05,0.151468886310572
"602","Guatemala","Americas",1957,44.142,3640876,2617.155967,0.3640876,7.21816490427378e-05,0.188910633500101
"603","Guatemala","Americas",1962,46.954,4208858,2750.364446,0.4208858,8.34420922400871e-05,0.229496163796988
"604","Guatemala","Americas",1967,50.016,4690773,3242.531147,0.4690773,9.29962268490194e-05,0.301543162111423
"605","Guatemala","Americas",1972,53.738,5149581,4031.408271,0.5149581,0.0001020922570445,0.411575569454255
"606","Guatemala","Americas",1977,56.029,5703430,4879.992748,0.570343,0.000113072508539105,0.551793021669
"607","Guatemala","Americas",1982,58.137,6395630,4820.49479,0.639563,0.000126795617336928,0.611217612767495
"608","Guatemala","Americas",1987,60.782,7326406,4246.485974,0.7326406,0.000145248579362936,0.616796055008133
"609","Guatemala","Americas",1992,63.373,8486949,4439.45084,0.8486949,0.000168256753089535,0.74696758383901
"610","Guatemala","Americas",1997,66.322,9803875,4684.313807,0.9803875,0.000194365274870353,0.910467940676544
"611","Guatemala","Americas",2002,68.978,11178650,4858.347495,1.117865,0.000221620673451005,1.0767102437009
"612","Guatemala","Americas",2007,70.259,12572928,5186.050003,1.2572928,0.000249262725875754,1.29268896027574
"613","Guinea","Africa",1952,33.609,2664249,510.1964923,0.2664249,5.28196747926777e-05,0.0269484128036509
"614","Guinea","Africa",1957,34.558,2876726,576.2670245,0.2876726,5.70321061536067e-05,0.0328657221141071
"615","Guinea","Africa",1962,35.753,3140003,686.3736739,0.3140003,6.22516654066614e-05,0.0427279042915637
"616","Guinea","Africa",1967,37.197,3451418,708.7595409,0.3451418,6.84255774642663e-05,0.0484972808693908
"617","Guinea","Africa",1972,38.842,3811387,741.6662307,0.3811387,7.55620896729395e-05,0.0560418502315444
"618","Guinea","Africa",1977,40.762,4227026,874.6858643,0.4227026,8.38022792389875e-05,0.0733006690464637
"619","Guinea","Africa",1982,42.891,4710497,857.2503577,0.4710497,9.33872620959542e-05,0.0800562638363804
"620","Guinea","Africa",1987,45.552,5650262,805.5724718,0.5650262,0.000112018434212953,0.0902389669360939
"621","Guinea","Africa",1992,48.576,6990574,794.3484384,0.6990574,0.000138590591680488,0.110089220078328
"622","Guinea","Africa",1997,51.455,8048834,869.4497668,0.8048834,0.000159570968907278,0.138738941704483
"623","Guinea","Africa",2002,53.676,8807818,945.5835837,0.8807818,0.000174618094026907,0.165116003128826
"624","Guinea","Africa",2007,56.007,9947814,942.6542111,0.9947814,0.000197218916241705,0.185909241903821
"625","Guinea-Bissau","Africa",1952,32.5,580653,299.850319,0.0580653,1.15116502351667e-05,0.00345177199523116
"626","Guinea-Bissau","Africa",1957,33.489,601095,431.7904566,0.0601095,1.19169200849863e-05,0.00514561236476193
"627","Guinea-Bissau","Africa",1962,34.488,627820,522.0343725,0.062782,1.24467526227237e-05,0.00649763269506628
"628","Guinea-Bissau","Africa",1967,35.492,601287,715.5806402,0.0601287,1.19207265526101e-05,0.00853024113816584
"629","Guinea-Bissau","Africa",1972,36.486,625361,820.2245876,0.0625361,1.23980020816462e-05,0.0101691461444822
"630","Guinea-Bissau","Africa",1977,37.465,745228,764.7259628,0.0745228,1.47744075746665e-05,0.0112983730573364
"631","Guinea-Bissau","Africa",1982,39.327,825987,838.1239671,0.0825987,1.63754831935677e-05,0.0137246849373723
"632","Guinea-Bissau","Africa",1987,41.245,927524,736.4153921,0.0927524,1.838848998063e-05,0.0135415670592126
"633","Guinea-Bissau","Africa",1992,43.266,1050938,745.5398706,0.1050938,2.08352159979293e-05,0.0155334842390192
"634","Guinea-Bissau","Africa",1997,44.873,1193708,796.6644681,0.1193708,2.36656815325511e-05,0.0188536075903538
"635","Guinea-Bissau","Africa",2002,45.504,1332459,575.7047176,0.1332459,2.64164689766521e-05,0.0152080858121927
"636","Guinea-Bissau","Africa",2007,46.388,1472041,579.231743,0.1472041,2.91837312884374e-05,0.0169041435414452
"637","Haiti","Americas",1952,37.579,3201488,1840.366939,0.3201488,6.3470627187121e-05,0.116809243872772
"638","Haiti","Americas",1957,40.696,3507701,1726.887882,0.3507701,6.95414077625441e-05,0.120090214362358
"639","Haiti","Americas",1962,43.59,3880130,1796.589032,0.388013,7.6924943859719e-05,0.138202510425587
"640","Haiti","Americas",1967,46.243,4318137,1452.057666,0.4318137,8.56085869039376e-05,0.12430860488929
"641","Haiti","Americas",1972,48.042,4698301,1654.456946,0.4698301,9.31454721004352e-05,0.154105173305014
"642","Haiti","Americas",1977,49.923,4908554,1874.298931,0.4908554,9.73138118780554e-05,0.182395173574574
"643","Haiti","Americas",1982,51.461,5198399,2011.159549,0.5198399,0.000103060091088551,0.207270286313549
"644","Haiti","Americas",1987,53.636,5756203,1823.015995,0.5756203,0.000114118751851135,0.208040309954056
"645","Haiti","Americas",1992,55.089,6326682,1456.309517,0.6326682,0.000125428698952946,0.182663007990103
"646","Haiti","Americas",1997,56.671,6913545,1341.726931,0.6913545,0.000137063464625319,0.183901741743957
"647","Haiti","Americas",2002,58.137,7607651,1270.364932,0.7607651,0.00015082436054445,0.191601978526993
"648","Haiti","Americas",2007,60.916,8502814,1201.637154,0.8502814,0.000168571282302302,0.202561515911869
"649","Honduras","Americas",1952,41.912,1517453,2194.926204,0.1517453,3.00840401828707e-05,0.0660322481195719
"650","Honduras","Americas",1957,44.665,1770390,2220.487682,0.177039,3.5098605294103e-05,0.0779360207109357
"651","Honduras","Americas",1962,48.041,2090162,2291.156835,0.2090162,4.14381978201034e-05,0.0949414101656121
"652","Honduras","Americas",1967,50.924,2500689,2538.269358,0.2500689,4.95770401856682e-05,0.125839881963616
"653","Honduras","Americas",1972,53.884,2965146,2529.842345,0.2965146,5.87850637957672e-05,0.148716943644058
"654","Honduras","Americas",1977,57.402,3055235,3203.208066,0.3055235,6.05711099507616e-05,0.194021867960852
"655","Honduras","Americas",1982,60.909,3669448,3121.760794,0.3669448,7.27480990060019e-05,0.227102163314967
"656","Honduras","Americas",1987,64.492,4372203,3023.096699,0.4372203,8.6680464396372e-05,0.262043425784459
"657","Honduras","Americas",1992,66.399,5077347,3081.694603,0.5077347,0.000100660192553165,0.31020397212803
"658","Honduras","Americas",1997,67.659,5867957,3160.454906,0.5867957,0.000116334314261699,0.367669354244531
"659","Honduras","Americas",2002,68.565,6677328,3099.72866,0.6677328,0.000132380379402992,0.410343256057127
"660","Honduras","Americas",2007,70.198,7483763,3548.330846,0.7483763,0.000148368237310204,0.526459593014445
"661","Hong Kong, China","Asia",1952,60.96,2125900,3054.421209,0.21259,4.21467162572843e-05,0.128733824025954
"662","Hong Kong, China","Asia",1957,64.75,2736300,3629.076457,0.27363,5.42481112445586e-05,0.196870543354344
"663","Hong Kong, China","Asia",1962,67.65,3305200,4692.648272,0.33052,6.55267541152341e-05,0.307494009468622
"664","Hong Kong, China","Asia",1967,70,3722800,6197.962814,0.37228,7.38058211969604e-05,0.457445735235493
"665","Hong Kong, China","Asia",1972,72,4115700,8315.928145,0.41157,8.15952020791688e-05,0.678539837467123
"666","Hong Kong, China","Asia",1977,73.6,4583700,11186.14125,0.45837,9.0873466912138e-05,1.01652343675638
"667","Hong Kong, China","Asia",1982,75.45,5264500,14560.53051,0.52645,0.000104370566694799,1.51969082070561
"668","Hong Kong, China","Asia",1987,76.2,5584510,20038.47269,0.558451,0.000110714877654625,2.21855705225889
"669","Hong Kong, China","Asia",1992,77.601,5829696,24757.60301,0.5829696,0.000115575776460899,2.86137919119144
"670","Hong Kong, China","Asia",1997,80,6495918,28377.63219,0.6495918,0.000128783862259084,3.6545810751959
"671","Hong Kong, China","Asia",2002,81.495,6762476,30209.01516,0.6762476,0.00013406846849273,4.05007639717487
"672","Hong Kong, China","Asia",2007,82.208,6980412,39724.97867,0.6980412,0.000138389126451358,5.49750509644014
"673","Hungary","Europe",1952,64.03,9504000,5263.673816,0.9504,0.000188420147377219,0.991782196156329
"674","Hungary","Europe",1957,66.41,9839000,6040.180011,0.9839,0.000195061640366631,1.17820742105539
"675","Hungary","Europe",1962,67.96,10063000,7550.359877,1.0063,0.000199502519261043,1.506315816789
"676","Hungary","Europe",1967,69.5,10223422,9326.64467,1.0223422,0.000202682941912827,1.89035177989118
"677","Hungary","Europe",1972,69.76,10394091,10168.65611,1.0394091,0.000206066514948677,2.09541952629927
"678","Hungary","Europe",1977,69.95,10637171,11674.83737,1.0637171,0.000210885661563203,2.46205580241525
"679","Hungary","Europe",1982,69.39,10705535,12545.99066,1.0705535,0.000212241001941496,2.66277362802705
"680","Hungary","Europe",1987,69.58,10612740,12986.47998,1.061274,0.000210401308383429,2.73237237908721
"681","Hungary","Europe",1992,69.17,10348684,10535.62855,1.0348684,0.000205166305181005,2.16155598236301
"682","Hungary","Europe",1997,71.04,10244684,11712.7768,1.0244684,0.000203104468551456,2.37891730722582
"683","Hungary","Europe",2002,72.59,10083313,14843.93556,1.0083313,0.000199905231640428,2.96738037657739
"684","Hungary","Europe",2007,73.338,9956108,18008.94444,0.9956108,0.000197383347712911,3.55466574234302
"685","Iceland","Europe",1952,72.49,147962,7267.688428,0.0147962,2.93339876328158e-06,0.021319028246611
